番号,shopname,category,全店,デジタル,中小,住所１,住所２,電話番号
259,ムッシュプリン 豊中本町店,食料品(スーパー含む),〇,★,●,豊中市本町1-9-30,,06-7508-8350
260,Spicecurry&Bal FANFARE,飲食店,〇,★,●,豊中市本町1-9-33,藤慶ビルディング1F,06-6151-9521
261,株式会社ポーラ アクアオーラ,サービス業 その他,〇,,●,豊中市本町2-1-1,1F,06-6152-9998
262,サンメガ 豊中店,小売業 その他,〇,★,●,豊中市本町2-4-6,,06-4865-9250
263,ブーランジェリーカラン 本町店,食料品(スーパー含む),〇,★,●,豊中市本町3-1-1,,06-4865-6569
264,ホテルアイボリー,飲食店,〇,★,●,豊中市本町3-1-16,,06-6849-1111
265,新免館,飲食店,〇,★,●,豊中市本町3-1-16,,06-6849-3051
266,UNIVER美容室,理美容,〇,★,●,豊中市本町3-1-2,,06-6848-2202
267,カラトリ ヘアカラー特化美容院,理美容,〇,★,●,豊中市本町3-1-20,岡田ビル3F,06-6398-7900
268,国産牛もつ鍋居酒屋 牛斌,飲食店,〇,★,●,豊中市本町3-1-22,,06-6836-9339
269,メナードフェイシャルサロン 豊中駅前南,理美容,〇,★,●,豊中市本町3-1-26,ティオ阪急 N201C,06-6852-1822
270,さくら漢方薬局,小売業 その他,〇,★,●,豊中市本町3-1-26,ティオ阪急豊中2F,06-6848-3040
271,上野治療院,医療福祉,〇,★,●,豊中市本町3-1-3,,06-6852-3537
272,お好み幸房 和楽,飲食店,〇,★,●,豊中市本町3-13-1,,06-6844-0766
273,ステーキハウス18,飲食店,〇,★,●,豊中市本町3-13-3,B1F,06-4867-4444
274,北のしゃぶしゃぶ,飲食店,〇,★,●,豊中市本町3-13-3,B1F,06-6853-3232
275,ココカラファイン 豊中本町店,ドラッグストア,〇,,,豊中市本町3-13-6,,06-4865-3511
276,喫茶・軽食 SUN,飲食店,〇,★,●,豊中市本町3-1-38,キャロル豊中駅前1F,06-7181-1833
277,創作料理おばんざいきむら,飲食店,〇,★,●,豊中市本町3-14-1,,06-6840-1317
278,apied(アピエ),理美容,〇,★,●,豊中市本町3-14-11,ハイムインセル101,06-6850-4801
279,日本料理 四幸,飲食店,〇,★,●,豊中市本町3-14-7,B1,06-6857-0450
280,おしゃれの店 しま,衣料品,〇,,●,豊中市本町3-14-8,,06-6852-4706
281,フーチークーチー amati,理美容,〇,★,●,豊中市本町3-1-51,コロンベビル1F,06-6855-7885
282,寿し はせ川,飲食店,〇,,●,豊中市本町3-15-22,ソシエ本町1F,06-6848-4154
283,後藤整骨院,医療福祉,〇,★,●,豊中市本町3-15-27,1C,06-6857-5012
284,ビストロバルMarcy,飲食店,〇,★,●,豊中市本町3-15-27,宮本マンション1F,06-6152-5078
285,さいくるぴっとダイワ 豊中駅前店,自動車・自転車,〇,★,●,豊中市本町3-1-54,,06-6857-3196
286,Natural Wine Shop&Bar Histoi,飲食店,〇,★,●,豊中市本町3-2-3,東洋ビル1F,06-6151-4477
287,とん平 本店,飲食店,〇,★,●,豊中市本町3-4-1,,06-6857-2025
288,創作イタリアン 久保田,飲食店,〇,★,●,豊中市本町3-5-45,ラ・クルー本町1F,06-6857-1000
289,hair atelier CREDO,理美容,〇,★,●,豊中市本町3-5-46,フローラルコート豊中2F,06-6842-9690
290,城徳歯科医院,医療福祉,〇,★,●,豊中市本町3-5-46-101,,06-6844-5000
291,おそうじ本舗 豊中本町店,サービス業 その他,〇,★,●,豊中市本町3-6-5,,0120-69-9029
292,エクセルシホ,衣料品,〇,★,●,豊中市本町3-7-82,,06-6848-3310
293,ヨガ・ピラティススタジオ ライフィット,サービス業 その他,〇,★,●,豊中市本町3-8-6,神尾ビル2F,06-7892-2610
294,Lindo Lindo,理美容,〇,★,●,豊中市本町3-9-7,昭建ビル1F,06-6845-7660
295,KIDSpo,衣料品,〇,★,●,豊中市本町4-1-22,1-E,06-4865-6926
296,フラワーショップ 花の部屋,小売業 その他,〇,★,●,豊中市本町4-1-28,成光ビル1F,06-6848-1187
297,織元,衣料品,〇,★,●,豊中市本町4-1-8,,06-6849-5298
298,有限会社オオサケモータース,自動車・自転車,〇,★,●,豊中市本町4-2-47,,06-6852-5552
299,我巣灯,飲食店,〇,★,●,豊中市本町4-2-57,,06-6848-3608
300,なかがわ整骨院鍼灸院/エステサロンsylph,医療福祉,〇,★,●,豊中市本町4-2-57-103,,06-7171-1623
301,Angela 豊中店,サービス業 その他,〇,★,●,豊中市本町5-1-1,教育センタービル1F,06-6858-0210
302,sync 豊中店,理美容,〇,★,●,豊中市本町5-1-1,教育センタービル1F,06-6858-0210
303,RISE HAIR BRAND/Leia 豊中店,理美容,〇,★,●,豊中市本町5-1-15,リンドリンダB1,06-6152-7600
304,セレクトショップ Plaisir,衣料品,〇,★,●,豊中市本町5-1-3,,06-4867-4672
305,エノテカCafe cb,飲食店,〇,★,●,豊中市本町5-13-46,,06-6151-5780
306,BABY BLUE,衣料品,〇,★,●,豊中市本町5-1-5,,06-6858-1308
307,ビューティスペース Ohana,理美容,〇,★,●,豊中市本町5-1-5,,06-4865-5215
308,香りのアトリエ / アトリエ・ティロワール,サービス業 その他,〇,★,●,豊中市本町5-1-6,Space green Toyonaka211,090-8383-0185
309,DuckHook GOLFGYM,サービス業 その他,〇,★,●,豊中市本町5-1-9,,06-6836-9744
310,鼓道,サービス業 その他,〇,★,●,豊中市本町5-2-2,フォレストパーク1F,06-6852-7558
311,ライフ 豊中店,食料品(スーパー含む),〇,,,豊中市本町5-2-7,,06-6853-2025
312,Lolonois豊中,理美容,〇,★,●,豊中市本町5-5-35,,06-4865-6122
313,サイクルショップ銀輪亭,自動車・自転車,〇,★,●,豊中市本町5-8-50,,06-6854-4543
314,こんがり堂,食料品(スーパー含む),〇,★,●,豊中市本町6-1-1,ヒルズワンビル103,06-6858-7222
315,PORTA BLU,飲食店,〇,★,●,豊中市本町6-1-1,ヒルズワンビル2F,06-6849-7070
316,小田茂信の店,飲食店,〇,★,●,豊中市本町6-1-1,ヒルズワンビル2F,06-6849-7747
317,焼肉grandma,飲食店,〇,★,●,豊中市本町6-1-3,195ストリートビル1F,06-4867-4300
318,Bar Reset,飲食店,〇,★,●,豊中市本町6-1-3,195ストリートビル2F,06-6849-0507
319,鍼灸癒し処 英,サービス業 その他,〇,★,●,豊中市本町6-2-45,,080-4247-7628
320,Faithウエダ株式会社,電化製品,〇,★,●,豊中市本町6-4-17,,06-6848-6666
321,有限会社マルトヨ数磨,食料品(スーパー含む),〇,,●,豊中市本町6-7-8,,06-6848-4129
322,BAR 藍亭,飲食店,〇,★,●,豊中市本町6-7-9,ツインワダ101,06-6849-1567
323,Le Boulanger YOSHIHIRO IKEDA,小売業 その他,〇,★,●,豊中市本町6-7-9,ツインワダ103,06-6151-2729
324,昌文堂書店,その他,〇,★,●,豊中市本町6-8-2,,06-6852-5283
325,リストランテ チェレスティーナ,飲食店,〇,,●,豊中市本町6-8-9,,06-6855-8617
326,カイロプラクティック ボディワークス豊中,サービス業 その他,〇,★,●,豊中市本町7-1-29,アンクラージュ豊中本町201,06-6843-4154
327,清家楽器,その他の業種,〇,★,●,豊中市本町7-1-32,ジョイフルビル,06-6849-6664
328,chouchou winestand,飲食店,〇,★,●,豊中市本町7-1-7,,06-6845-3316
329,kuhkan,理美容,〇,★,●,豊中市本町7-4-18,和田ビル102,06-6848-7887
330,大池米穀店,食料品(スーパー含む),〇,,●,豊中市本町7-4-21,,06-6852-0256
331,ぐんじさんのくつの店,サービス業 その他,〇,,●,豊中市本町7-4-25,,06-6845-9933
332,ステーキハウスウエダ,飲食店,〇,★,●,豊中市本町7-7-16,,06-6852-1858
333,株式会社和田商店,小売業 その他,〇,,●,豊中市本町8-3-65,,06-6852-3980
334,とり琉 豊中本町店,飲食店,〇,★,●,豊中市本町9-10-6,,06-6151-4051
335,鮮魚こばやし,小売業 その他,〇,★,●,豊中市本町9-1-1,,06-6852-7661
336,うを喜ずし,飲食店,〇,★,●,豊中市本町9-1-10,,06-6854-6787
337,理容室 仲,理美容,〇,★,●,豊中市本町9-1-7,,06-6854-0038
338,セブン-イレブン 豊中本町9丁目店,コンビニエンスストア,〇,★,●,豊中市本町9-249-1,,06-6854-0710
339,豊中テニスクラブ,サービス業 その他,〇,★,●,豊中市本町9-4-14,,06-6852-6973
340,メナードサロンGlycine,その他の業種,〇,★,●,豊中市本町9-4-30,,090-7499-1088
341,万代 豊中本町店,食料品(スーパー含む),〇,,,豊中市本町9-9-17,,06-6858-0130
342,裕寿司,飲食店,〇,★,●,豊中市北桜塚1-5-16,,06-6848-0006
343,ラーメン飛龍,飲食店,〇,★,●,豊中市北桜塚1-5-29,桜塚ビルディング1F,06-6854-7592
344,Baby Step,理美容,〇,★,●,豊中市北桜塚1-5-30,,06-6853-6753
345,中川家の唐揚げ 北桜塚店,飲食店,〇,★,●,豊中市北桜塚1-5-32,,06-6858-0123
346,くらし商店USAGI,食料品(スーパー含む),〇,★,●,豊中市北桜塚2-14-9,プラヤデルオエステ1F,080-2367-2907
347,公益社団法人豊中市シルバー人材センター,サービス業 その他,〇,,●,豊中市北桜塚3-1-28,豊中市役所別館内,06-6856-1777
348,ハート美容室,理美容,〇,,●,豊中市北桜塚3-1-49-101,,06-6852-5355
349,スポーツプラザ 豊中店,小売業 その他,〇,★,●,豊中市北桜塚3-1-5,,06-6843-5851
350,Styling Shop SuFaY's(スタイリングショップスファイス),理美容,〇,★,●,豊中市北桜塚3-2-23,,06-7500-5028
351,うっふぷりん 豊中店,小売業 その他,〇,★,●,豊中市北桜塚3-2-35,,06-6855-3861
352,料理屋くおん,飲食店,〇,★,●,豊中市北桜塚3-7-28,,06-6850-4120
353,里樹庵,サービス業 その他,〇,★,●,豊中市北桜塚3-7-28-102,,06-6857-3720
354,パンダッコ,食料品(スーパー含む),〇,★,●,豊中市北桜塚3-8-17,,06-6842-2780
355,豊中メディカル整体院,サービス業 その他,〇,★,●,豊中市北桜塚3-8-26,,06-7777-4977
356,四季彩御料理 わかな,飲食店,〇,★,●,豊中市北桜塚3-8-26,おおきに北桜塚サニーアパートメント101,06-6858-6888
357,上田歯科医院,医療福祉,〇,★,●,豊中市北桜塚3-8-30,,06-6849-9663
358,豊中カクタス株式会社,その他,〇,,●,豊中市北桜塚4-17-1,,06-6854-0089
359,まどか薬局,医療福祉,〇,★,●,豊中市北桜塚4-4-5,,06-6844-7171
360,セブン-イレブン 豊中北桜塚4丁目店,コンビニエンスストア,〇,★,●,豊中市北桜塚4-50-1,,06-6855-7411
361,カラーガーデン,理美容,〇,★,●,豊中市岡上の町1-1-24,マドレハイツ101,06-6852-6595
362,株式会社柴藤,飲食店,〇,★,●,豊中市岡上の町1-3-12,,06-6841-4810
363,サロンド ハピネス,理美容,〇,★,●,豊中市岡上の町1-4-18,,06-6848-3115
364,cafe&bar kirie,飲食店,〇,★,●,豊中市岡上の町1-4-20,ゆうみビル1F,06-4866-6464
365,久保修 切り絵ミュージアム,その他の業種,〇,★,●,豊中市岡上の町1-4-20,ゆうみビル2F,06-6855-0263
366,御料理あきやま,飲食店,〇,★,●,豊中市岡上の町1-4-7,,06-6849-7771
367,パン工房いろ葉,食料品(スーパー含む),〇,★,●,豊中市岡上の町1-4-9,,06-4865-5065
368,阪急オアシス 豊中店,食料品(スーパー含む),〇,,,豊中市岡上の町2-2-3,,06-6844-1333
369,MODE K's 豊中,理美容,〇,★,●,豊中市岡上の町2-5-25,,06-6852-2181
370,プラザA山田亀 豊中店,衣料品,〇,★,●,豊中市岡上の町2-5-31,,06-6858-6001
371,丸福衣裳店,サービス業 その他,〇,★,●,豊中市岡上の町3-2-1,,06-6853-6165
372,串かつ 山本,飲食店,〇,★,●,豊中市岡上の町3-2-3,ナンワビル1F,06-6151-3139
373,ヒルトップ,飲食店,〇,★,●,豊中市岡上の町4-1-26,,06-6855-2861
374,LA VERITA,飲食店,〇,★,●,豊中市岡上の町4-1-7,,06-6848-3568
375,WINS美容室,理美容,〇,★,●,豊中市岡上の町4-3-2,吉岡ビル2F,06-6858-6116
376,コタニ鍼灸整骨治療院,医療福祉,〇,★,●,豊中市岡上の町4-4-5,田中ビル1F,06-6857-0581
377,M2,理美容,〇,★,●,豊中市末広町1-1-24,,06-6845-6866
378,杉本写真場,サービス業 その他,〇,★,●,豊中市末広町1-1-28,,06-6841-7771
379,ビストロ・リッペ,飲食店,〇,★,●,豊中市末広町1-1-8,,06-6858-3122
380,株式会社Re補聴器工房 豊中,サービス業 その他,〇,★,●,豊中市末広町2-1-4,末広ビル302,06-6845-5133
381,おそうじ本舗 服部緑地店,サービス業 その他,〇,★,●,豊中市立花町2-7-36,,080-3771-7070
382,Branche美容室(ブランシェBS),理美容,〇,★,●,豊中市立花町3-15-7,,06-6846-4842
383,千手観 本店,サービス業 その他,〇,★,●,豊中市玉井町1-10-1,ウエダビル301,06-4865-5211
384,豊中鍼灸 塩山整骨院,医療福祉,〇,★,●,豊中市玉井町1-10-7,,06-6852-8391
385,グリーン・グルメ エトレ豊中店,食料品(スーパー含む),〇,,,豊中市玉井町1-1-1,エトレとよなか1F,06-6845-8036
386,さいた整骨院,医療福祉,〇,,●,豊中市玉井町1-1-1,エトレとよなか1F,06-6151-3658
387,ダイコクドラッグ 豊中駅前店,ドラッグストア,〇,★,●,豊中市玉井町1-1-1,エトレとよなか1F,06-6846-0511
388,まるしげ エトレ豊中店,食料品(スーパー含む),〇,,,豊中市玉井町1-1-1,エトレとよなか1F,06-6151-3750
389,モンロワール 豊中店,食料品(スーパー含む),〇,,●,豊中市玉井町1-1-1,エトレとよなか1F,06-4865-6031
390,アトリエ マロン,衣料品,〇,,●,豊中市玉井町1-1-1,エトレとよなか2F,06-6855-7322
391,テンポエトレ 豊中店,小売業 その他,〇,★,●,豊中市玉井町1-1-1,エトレとよなか2F,06-6846-1500
392,バンブーギャラリー(トルファン),衣料品,〇,,●,豊中市玉井町1-1-1,エトレとよなか2F,06-6850-4589
393,ブティック ルシエル,衣料品,〇,★,●,豊中市玉井町1-1-1,エトレとよなか2F,06-6852-5678
394,HAPiNS,家具・雑貨,〇,,,豊中市玉井町1-1-1,エトレとよなか3F,070-1556-6681
395,ikka エトレとよなか店,衣料品,〇,,,豊中市玉井町1-1-1,エトレとよなか3F,06-4865-6501
396,,小売業 その他,〇,★,●,豊中市玉井町1-1-1,エトレとよなか3F 06-4866-5020,メガネ本舗エトレとよなか店
397,,サービス業 その他,〇,,●,豊中市玉井町1-1-1,エトレとよなか4F 06-6841-9192,アルペンクイックフィットネス エトレ豊中
398,,飲食店,〇,★,●,豊中市玉井町1-1-1,エトレとよなか4F 06-6852-8633,エッグ・ラップ
399,,飲食店,〇,★,●,豊中市玉井町1-1-1,エトレとよなか4F 06-6858-4373,おこのみ焼き ju:ju
400,,飲食店,〇,,●,豊中市玉井町1-1-1,エトレとよなか4F 06-6854-8470,リュリュ阪急豊中店
401,,飲食店,〇,★,●,豊中市玉井町1-1-1,エトレとよなか4F 06-6846-0202,魚の巣 エトレ豊中店
402,,飲食店,〇,,●,豊中市玉井町1-1-1,エトレとよなか4F 06-6857-1712,自家製麺 杵屋 豊中エトレ店
403,,食料品(スーパー含む),〇,★,●,豊中市玉井町1-1-1,阪急オアシス豊中駅前店内 06-6842-3660,ルフラン 豊中駅前店
404,,食料品(スーパー含む),〇,,,豊中市玉井町1-1-1-200,06-4865-5500,阪急オアシス 豊中駅前店
405,,衣料品,〇,,●,豊中市玉井町1-2-1,豊中駅前ビル1F 06-6843-0355,タイム商会
406,,飲食店,〇,,●,豊中市玉井町1-2-1,豊中駅前ビル1F 06-6850-0008,居酒屋 寅次郎
407,,理美容,〇,★,●,豊中市玉井町1-2-13,クライスニッコウ豊中ビル2F 06-6857-0077,JOYBOX hair design
408,,理美容,〇,★,●,豊中市玉井町1-2-13,クライスニッコウ豊中ビル4A 06-7710-2134,AquaMarine
409,,飲食店,〇,★,●,豊中市玉井町1-2-15,06-7222-9870,きりん珈琲
410,,飲食店,〇,★,●,豊中市玉井町1-2-3,野口商事ビル3F 06-6842-3133,くいもの屋わん 豊中駅前店
411,,飲食店,〇,★,●,豊中市玉井町1-3-12,トキワビル 06-6841-3115,麺処まつ本
412,,飲食店,〇,★,●,豊中市玉井町1-3-25,06-6855-6868,クッチェナカサイ
413,,サービス業 その他,〇,★,●,豊中市玉井町1-4-3,06-6854-1414,エムズスクエア
414,,その他の業種,〇,★,●,豊中市玉井町1-4-3,06-6852-7089,来田米穀店
415,,飲食店,〇,★,●,豊中市玉井町1-8-22,06-6852-5965,炭火焼鳥 絢鶏
416,,理美容,〇,★,●,豊中市玉井町1-9-14,エスカル榮和1F 06-6398-7414,beauty&barber Re:tle
417,,理美容,〇,★,●,豊中市玉井町1-9-14,エスカル榮和301 06-6151-5927,エステサロンruby-coco
418,,サービス業 その他,〇,★,●,豊中市玉井町1-9-18,1F 06-6854-0081,手揉みほぐしアール
419,,理美容,〇,,●,豊中市玉井町1-9-18,河本ビル2F 06-6857-0170,サロン ド ヘレネ
420,,小売業 その他,〇,★,●,豊中市玉井町1-9-20,06-6857-3472,コスメティクス アカカベ
421,,飲食店,〇,★,●,豊中市玉井町1-9-3,06-6858-7341,炭焼きビストリッシュ Nonotory
422,,サービス業 その他,〇,★,●,豊中市玉井町2-1-25,サンヒルズ豊中103 080-6127-4189,女性専用 伴はり灸院
423,,理美容,〇,★,●,豊中市玉井町2-1-36,シャンテ豊中駅前ビル1F 06-6843-0880,BARBERこう田
424,,飲食店,〇,★,●,豊中市玉井町2-2-32,06-4865-7177,ビストロ・ハシ
425,,医療福祉,〇,★,●,豊中市玉井町3-3-30,06-7171-2948,三幸鍼灸院
426,,その他,,★,,豊中市玉井町4-2-5,0120-130-512,豊中自動車教習所
427,,電化製品,〇,★,●,豊中市蛍池北町1-2-5,06-6841-5697,エディオン 蛍池店
428,,食料品(スーパー含む),〇,,●,豊中市蛍池北町3-2-3,06-6850-9590,生鮮&業務スーパーボトルワールドOK 蛍池店
